,return
2023-09-20 00:00:00+00:00,0.0065121
2023-09-21 00:00:00+00:00,-0.00748822
2023-09-22 00:00:00+00:00,-0.0194086
2023-09-23 00:00:00+00:00,0.00368122
2023-09-24 00:00:00+00:00,0.000711371
2023-09-25 00:00:00+00:00,0.0103479
2023-09-26 00:00:00+00:00,0.0109984
2023-09-27 00:00:00+00:00,0.0107072
2023-09-28 00:00:00+00:00,-0.00837662
2023-09-29 00:00:00+00:00,-0.0115549
2023-09-30 00:00:00+00:00,0.00470723
2023-10-01 00:00:00+00:00,-0.0244176
2023-10-02 00:00:00+00:00,0.00276583
2023-10-03 00:00:00+00:00,-0.00301407
2023-10-04 00:00:00+00:00,-0.00620336
2023-10-05 00:00:00+00:00,0.00386834
2023-10-06 00:00:00+00:00,-0.0060927
2023-10-07 00:00:00+00:00,0.000386533
2023-10-08 00:00:00+00:00,-0.00308765
2023-10-09 00:00:00+00:00,0.00184601
2023-10-10 00:00:00+00:00,-0.00454749
2023-10-11 00:00:00+00:00,-0.00580151
2023-10-12 00:00:00+00:00,-0.00280978
2023-10-13 00:00:00+00:00,-0.000494463
2023-10-14 00:00:00+00:00,-0.00187415
2023-10-15 00:00:00+00:00,-0.00403212
2023-10-16 00:00:00+00:00,-0.00275862
2023-10-17 00:00:00+00:00,0.0002152
2023-10-18 00:00:00+00:00,-0.00213995
2023-10-19 00:00:00+00:00,0.00591007
2023-10-20 00:00:00+00:00,0.0013758
2023-10-21 00:00:00+00:00,0.00342275
2023-10-22 00:00:00+00:00,-0.00049254
2023-10-23 00:00:00+00:00,0.0049821
2023-10-24 00:00:00+00:00,-0.00193626
2023-10-25 00:00:00+00:00,0.00322006
2023-10-26 00:00:00+00:00,0.00243673
2023-10-27 00:00:00+00:00,-0.00282501
2023-10-28 00:00:00+00:00,-0.00148117
2023-10-29 00:00:00+00:00,-4.9453e-05
2023-10-30 00:00:00+00:00,0.0029073
2023-10-31 00:00:00+00:00,3.80596e-05
2023-11-01 00:00:00+00:00,0.000610271
2023-11-02 00:00:00+00:00,0.00137857
2023-11-03 00:00:00+00:00,-9.78833e-05
2023-11-04 00:00:00+00:00,-0.00349188
2023-11-05 00:00:00+00:00,0.00209874
2023-11-06 00:00:00+00:00,0.00433877
2023-11-07 00:00:00+00:00,-0.00277873
2023-11-08 00:00:00+00:00,-0.00182823
2023-11-09 00:00:00+00:00,-0.0010899
2023-11-10 00:00:00+00:00,-0.00440317
2023-11-11 00:00:00+00:00,-0.00148295
2023-11-12 00:00:00+00:00,0.00409969
2023-11-13 00:00:00+00:00,-0.00111904
2023-11-14 00:00:00+00:00,7.9749e-05
2023-11-15 00:00:00+00:00,0.000987632
2023-11-16 00:00:00+00:00,0.000837176
2023-11-17 00:00:00+00:00,-0.000324854
2023-11-18 00:00:00+00:00,0.000308587
2023-11-19 00:00:00+00:00,-0.000642142
2023-11-20 00:00:00+00:00,-0.000450538
2023-11-21 00:00:00+00:00,0.000241173
2023-11-22 00:00:00+00:00,0.000130304
2023-11-23 00:00:00+00:00,-0.000550643
2023-11-24 00:00:00+00:00,-0.000215415
2023-11-25 00:00:00+00:00,-0.000379619
2023-11-26 00:00:00+00:00,-0.000483836
2023-11-27 00:00:00+00:00,-0.000178542
2023-11-28 00:00:00+00:00,0.00010852
2023-11-29 00:00:00+00:00,-0.000245935
2023-11-30 00:00:00+00:00,0.000197371
2023-12-01 00:00:00+00:00,2.99449e-05
2023-12-02 00:00:00+00:00,0.00104697
2023-12-03 00:00:00+00:00,-0.000628334
2023-12-04 00:00:00+00:00,-0.000224038
2023-12-05 00:00:00+00:00,-0.000219222
2023-12-06 00:00:00+00:00,0.000428056
2023-12-07 00:00:00+00:00,0.000182059
2023-12-08 00:00:00+00:00,0.000506838
2023-12-09 00:00:00+00:00,0.000306931
2023-12-10 00:00:00+00:00,0.000460654
2023-12-11 00:00:00+00:00,-0.000415613
2023-12-12 00:00:00+00:00,0.000245917
2023-12-13 00:00:00+00:00,0.000532538
2023-12-14 00:00:00+00:00,-0.000272142
2023-12-15 00:00:00+00:00,1.3307e-05
2023-12-16 00:00:00+00:00,-0.000124524
2023-12-17 00:00:00+00:00,-0.000269883
2023-12-18 00:00:00+00:00,0.000144247
2023-12-19 00:00:00+00:00,-0.000359405
2023-12-20 00:00:00+00:00,-0.000607618
2023-12-21 00:00:00+00:00,0.000315807
2023-12-22 00:00:00+00:00,0.000714897
2023-12-23 00:00:00+00:00,-0.000362972
2023-12-24 00:00:00+00:00,2.03886e-05
2023-12-25 00:00:00+00:00,-3.92448e-05
2023-12-26 00:00:00+00:00,9.11903e-05
2023-12-27 00:00:00+00:00,0.000278964
2023-12-28 00:00:00+00:00,0.00210061
2023-12-29 00:00:00+00:00,0.0024225
2023-12-30 00:00:00+00:00,0.0020803
2023-12-31 00:00:00+00:00,0.0103073
2024-01-01 00:00:00+00:00,0.000117379
2024-01-02 00:00:00+00:00,-0.00030026
2024-01-03 00:00:00+00:00,0.00233245
2024-01-04 00:00:00+00:00,0.00904968
2024-01-05 00:00:00+00:00,-0.0028734
2024-01-06 00:00:00+00:00,0.00113702
2024-01-07 00:00:00+00:00,0.00543388
2024-01-08 00:00:00+00:00,0.00598051
2024-01-09 00:00:00+00:00,0.00344983
2024-01-10 00:00:00+00:00,-0.0102389
2024-01-11 00:00:00+00:00,0.00884132
2024-01-12 00:00:00+00:00,0.00950373
2024-01-13 00:00:00+00:00,-0.00175875
2024-01-14 00:00:00+00:00,-0.000380981
2024-01-15 00:00:00+00:00,-0.00846245
2024-01-16 00:00:00+00:00,0.00850675
2024-01-17 00:00:00+00:00,-0.00934645
2024-01-18 00:00:00+00:00,0.00378525
2024-01-19 00:00:00+00:00,0.00104582
2024-01-20 00:00:00+00:00,-0.00801383
2024-01-21 00:00:00+00:00,-0.000110803
2024-01-22 00:00:00+00:00,-0.00289458
2024-01-23 00:00:00+00:00,-0.00283653
2024-01-24 00:00:00+00:00,-0.00356764
2024-01-25 00:00:00+00:00,0.00143227
2024-01-26 00:00:00+00:00,-0.00409633
2024-01-27 00:00:00+00:00,-6.07994e-05
2024-01-28 00:00:00+00:00,0.00119096
2024-01-29 00:00:00+00:00,-0.00394028
2024-01-30 00:00:00+00:00,-0.00215788
2024-01-31 00:00:00+00:00,-0.00160966
2024-02-01 00:00:00+00:00,-0.00157531
2024-02-02 00:00:00+00:00,0.00223839
2024-02-03 00:00:00+00:00,0.000252873
2024-02-04 00:00:00+00:00,0.00281826
2024-02-05 00:00:00+00:00,-0.000573728
2024-02-06 00:00:00+00:00,5.95646e-05
2024-02-07 00:00:00+00:00,0.000314103
2024-02-08 00:00:00+00:00,-0.000967874
2024-02-09 00:00:00+00:00,-0.00332975
2024-02-10 00:00:00+00:00,0.000610803
2024-02-11 00:00:00+00:00,0.00174532
2024-02-12 00:00:00+00:00,-0.00205028
2024-02-13 00:00:00+00:00,-0.000520541
2024-02-14 00:00:00+00:00,-0.00248094
2024-02-15 00:00:00+00:00,-0.00140638
2024-02-16 00:00:00+00:00,-0.00277948
2024-02-17 00:00:00+00:00,-0.00127334
2024-02-18 00:00:00+00:00,-0.000681849
2024-02-19 00:00:00+00:00,0.00189767
2024-02-20 00:00:00+00:00,-0.000946248
2024-02-21 00:00:00+00:00,0.00350362
2024-02-22 00:00:00+00:00,-0.00113722
2024-02-23 00:00:00+00:00,-0.000475724
2024-02-24 00:00:00+00:00,0.00194173
2024-02-25 00:00:00+00:00,0.00225316
2024-02-26 00:00:00+00:00,-0.00141066
2024-02-27 00:00:00+00:00,-0.000452453
2024-02-28 00:00:00+00:00,0.000323711
2024-02-29 00:00:00+00:00,-0.00373661
2024-03-01 00:00:00+00:00,0.00713616
2024-03-02 00:00:00+00:00,0.0184138
2024-03-03 00:00:00+00:00,0.00764682
2024-03-04 00:00:00+00:00,0.0235836
2024-03-05 00:00:00+00:00,0.00961756
2024-03-06 00:00:00+00:00,-0.00752437
2024-03-07 00:00:00+00:00,0.00220587
2024-03-08 00:00:00+00:00,0.000538123
2024-03-09 00:00:00+00:00,-0.0157264
2024-03-10 00:00:00+00:00,0.0128841
2024-03-11 00:00:00+00:00,0.00505415
2024-03-12 00:00:00+00:00,-0.00797733
2024-03-13 00:00:00+00:00,0.00919217
2024-03-14 00:00:00+00:00,0.0206392
2024-03-15 00:00:00+00:00,0.0137037
2024-03-16 00:00:00+00:00,-0.00361172
2024-03-17 00:00:00+00:00,0.0103261
2024-03-18 00:00:00+00:00,0.0207118
2024-03-19 00:00:00+00:00,-0.0216799
2024-03-20 00:00:00+00:00,0.0097632
2024-03-21 00:00:00+00:00,-0.0057478
2024-03-22 00:00:00+00:00,0.00541756
2024-03-23 00:00:00+00:00,0.000854979
2024-03-24 00:00:00+00:00,0.00548457
2024-03-25 00:00:00+00:00,0.00730099
2024-03-26 00:00:00+00:00,0.0154812
2024-03-27 00:00:00+00:00,-0.000685865
2024-03-28 00:00:00+00:00,-0.00943568
2024-03-29 00:00:00+00:00,0.00692101
2024-03-30 00:00:00+00:00,-0.0117937
2024-03-31 00:00:00+00:00,0.00248218
2024-04-01 00:00:00+00:00,0.0188366
2024-04-02 00:00:00+00:00,-0.00230245
2024-04-03 00:00:00+00:00,0.00557408
2024-04-04 00:00:00+00:00,-0.00894653
2024-04-05 00:00:00+00:00,-0.00756498
2024-04-06 00:00:00+00:00,-0.00708804
2024-04-07 00:00:00+00:00,-0.0123135
2024-04-08 00:00:00+00:00,9.21511e-05
2024-04-09 00:00:00+00:00,-0.00410058
2024-04-10 00:00:00+00:00,0.0125209
2024-04-11 00:00:00+00:00,0.000145483
2024-04-12 00:00:00+00:00,0.00686833
2024-04-13 00:00:00+00:00,0.0106248
2024-04-14 00:00:00+00:00,0.0141559
2024-04-15 00:00:00+00:00,0.00408281
2024-04-16 00:00:00+00:00,-0.0132894
2024-04-17 00:00:00+00:00,-0.00962571
2024-04-18 00:00:00+00:00,-0.00635583
2024-04-19 00:00:00+00:00,-0.00665203
2024-04-20 00:00:00+00:00,0.00187687
2024-04-21 00:00:00+00:00,0.00203603
2024-04-22 00:00:00+00:00,-0.00981472
2024-04-23 00:00:00+00:00,-0.00941
2024-04-24 00:00:00+00:00,-0.00516737
2024-04-25 00:00:00+00:00,0.00253108
2024-04-26 00:00:00+00:00,-0.00796263
2024-04-27 00:00:00+00:00,0.000273379
2024-04-28 00:00:00+00:00,0.00860248
2024-04-29 00:00:00+00:00,-0.00578324
2024-04-30 00:00:00+00:00,0.0154515
2024-05-01 00:00:00+00:00,0.0033881
2024-05-02 00:00:00+00:00,-0.00888727
2024-05-03 00:00:00+00:00,-0.0171639
2024-05-04 00:00:00+00:00,-0.0115351
2024-05-05 00:00:00+00:00,0.000314744
2024-05-06 00:00:00+00:00,0.00275777
2024-05-07 00:00:00+00:00,0.00864908
2024-05-08 00:00:00+00:00,0.0143269
2024-05-09 00:00:00+00:00,-0.00385759
2024-05-10 00:00:00+00:00,-0.000891359
2024-05-11 00:00:00+00:00,-0.000302752
2024-05-12 00:00:00+00:00,0.000392682
2024-05-13 00:00:00+00:00,0.000993007
2024-05-14 00:00:00+00:00,-0.00703785
2024-05-15 00:00:00+00:00,0.00574416
2024-05-16 00:00:00+00:00,0.00444211
2024-05-17 00:00:00+00:00,0.00474868
2024-05-18 00:00:00+00:00,0.00637673
2024-05-19 00:00:00+00:00,0.000768084
2024-05-20 00:00:00+00:00,0.00153298
2024-05-21 00:00:00+00:00,-0.0140148
2024-05-22 00:00:00+00:00,-0.0128977
2024-05-23 00:00:00+00:00,0.0143582
2024-05-24 00:00:00+00:00,-0.00683135
2024-05-25 00:00:00+00:00,-0.00564697
2024-05-26 00:00:00+00:00,0.00758219
2024-05-27 00:00:00+00:00,-0.00454811
2024-05-28 00:00:00+00:00,-0.00415526
2024-05-29 00:00:00+00:00,-0.00730188
2024-05-30 00:00:00+00:00,-0.00279164
2024-05-31 00:00:00+00:00,0.00231042
2024-06-01 00:00:00+00:00,-0.000353269
2024-06-02 00:00:00+00:00,-0.000707512
2024-06-03 00:00:00+00:00,-0.00110205
2024-06-04 00:00:00+00:00,-0.0018878
2024-06-05 00:00:00+00:00,-0.000201165
2024-06-06 00:00:00+00:00,0.000886386
2024-06-07 00:00:00+00:00,0.00340366
2024-06-08 00:00:00+00:00,-0.00123065
2024-06-09 00:00:00+00:00,0.000211943
2024-06-10 00:00:00+00:00,-0.000131853
2024-06-11 00:00:00+00:00,-0.00239811
2024-06-12 00:00:00+00:00,0.00233259
2024-06-13 00:00:00+00:00,0.000880935
2024-06-14 00:00:00+00:00,0.00204876
2024-06-15 00:00:00+00:00,0.00183225
2024-06-16 00:00:00+00:00,0.00110749
2024-06-17 00:00:00+00:00,0.00151403
2024-06-18 00:00:00+00:00,9.05326e-05
2024-06-19 00:00:00+00:00,0.000119679
2024-06-20 00:00:00+00:00,0.000804045
2024-06-21 00:00:00+00:00,-0.00171509
2024-06-22 00:00:00+00:00,0.00140608
2024-06-23 00:00:00+00:00,-0.000151636
2024-06-24 00:00:00+00:00,0.00398333
2024-06-25 00:00:00+00:00,-0.0042187
2024-06-26 00:00:00+00:00,0.000688329
2024-06-27 00:00:00+00:00,-0.000176257
2024-06-28 00:00:00+00:00,-0.00437162
2024-06-29 00:00:00+00:00,-0.00264372
2024-06-30 00:00:00+00:00,0.0015543
2024-07-01 00:00:00+00:00,0.00114
2024-07-02 00:00:00+00:00,0.00250144
2024-07-03 00:00:00+00:00,0.000640029
2024-07-04 00:00:00+00:00,0.00127755
2024-07-05 00:00:00+00:00,0.00107974
2024-07-06 00:00:00+00:00,0.00135529
2024-07-07 00:00:00+00:00,-0.000263845
2024-07-08 00:00:00+00:00,0.00382881
2024-07-09 00:00:00+00:00,-0.00119935
2024-07-10 00:00:00+00:00,0.000197921
2024-07-11 00:00:00+00:00,-0.000577553
2024-07-12 00:00:00+00:00,-0.00174011
2024-07-13 00:00:00+00:00,-0.00321408
2024-07-14 00:00:00+00:00,0.00103106
2024-07-15 00:00:00+00:00,-0.00234788
2024-07-16 00:00:00+00:00,-0.00402934
2024-07-17 00:00:00+00:00,-3.47134e-05
2024-07-18 00:00:00+00:00,-0.00185545
2024-07-19 00:00:00+00:00,-0.000160162
2024-07-20 00:00:00+00:00,-0.00040108
2024-07-21 00:00:00+00:00,-0.000294657
2024-07-22 00:00:00+00:00,-0.00107443
2024-07-23 00:00:00+00:00,0.00237381
2024-07-24 00:00:00+00:00,0.000432034
2024-07-25 00:00:00+00:00,-4.05281e-05
2024-07-26 00:00:00+00:00,-0.000884757
2024-07-27 00:00:00+00:00,0.000865939
2024-07-28 00:00:00+00:00,0.00151443
2024-07-29 00:00:00+00:00,0.00171799
2024-07-30 00:00:00+00:00,2.78962e-05
2024-07-31 00:00:00+00:00,-0.000609561
2024-08-01 00:00:00+00:00,0.000473512
2024-08-02 00:00:00+00:00,-0.000825139
2024-08-03 00:00:00+00:00,-0.000200502
2024-08-04 00:00:00+00:00,-0.000725621
2024-08-05 00:00:00+00:00,0.00130412
2024-08-06 00:00:00+00:00,-0.000956886
2024-08-07 00:00:00+00:00,-0.00052491
2024-08-08 00:00:00+00:00,-0.000109838
2024-08-09 00:00:00+00:00,-0.000379202
2024-08-10 00:00:00+00:00,-0.000599616
2024-08-11 00:00:00+00:00,0.000488346
2024-08-12 00:00:00+00:00,-0.000393506
2024-08-13 00:00:00+00:00,-0.000798043
2024-08-14 00:00:00+00:00,-0.000145753
2024-08-15 00:00:00+00:00,0.000131056
2024-08-16 00:00:00+00:00,-8.20136e-05
2024-08-17 00:00:00+00:00,0.000130984
2024-08-18 00:00:00+00:00,0.000506411
2024-08-19 00:00:00+00:00,-0.00110943
2024-08-20 00:00:00+00:00,-0.000883459
2024-08-21 00:00:00+00:00,-0.000677496
2024-08-22 00:00:00+00:00,-0.000945914
2024-08-23 00:00:00+00:00,0.000692702
2024-08-24 00:00:00+00:00,-0.000699671
2024-08-25 00:00:00+00:00,-0.000548661
2024-08-26 00:00:00+00:00,-7.93171e-05
2024-08-27 00:00:00+00:00,-0.00046482
2024-08-28 00:00:00+00:00,0.000368409
2024-08-29 00:00:00+00:00,-0.00014655
2024-08-30 00:00:00+00:00,-6.92959e-05
2024-08-31 00:00:00+00:00,-0.000131436
2024-09-01 00:00:00+00:00,-0.000477312
2024-09-02 00:00:00+00:00,0.000340237
2024-09-03 00:00:00+00:00,-0.000969785
2024-09-04 00:00:00+00:00,0.000710413
2024-09-05 00:00:00+00:00,3.99388e-05
2024-09-06 00:00:00+00:00,4.75819e-05
2024-09-07 00:00:00+00:00,0.000170089
2024-09-08 00:00:00+00:00,-0.000573444
2024-09-09 00:00:00+00:00,-0.000103507
2024-09-10 00:00:00+00:00,2.72331e-05
2024-09-11 00:00:00+00:00,-0.000258823
2024-09-12 00:00:00+00:00,-0.000386604
2024-09-13 00:00:00+00:00,-0.000686104
2024-09-14 00:00:00+00:00,4.54658e-05
2024-09-15 00:00:00+00:00,0.000131763
2024-09-16 00:00:00+00:00,0.000334879
2024-09-17 00:00:00+00:00,-0.000281533
2024-09-18 00:00:00+00:00,-0.000445895
2024-09-19 00:00:00+00:00,-0.00029747
2024-09-20 00:00:00+00:00,2.36614e-05
2024-09-21 00:00:00+00:00,-0.000176804
2024-09-22 00:00:00+00:00,0.00027895
2024-09-23 00:00:00+00:00,-7.1525e-05
2024-09-24 00:00:00+00:00,-0.000585709
2024-09-25 00:00:00+00:00,0.000251659
2024-09-26 00:00:00+00:00,-0.00105061
2024-09-27 00:00:00+00:00,-0.000630086
2024-09-28 00:00:00+00:00,-0.00061431
2024-09-29 00:00:00+00:00,0.000153055
2024-09-30 00:00:00+00:00,0.000275738
2024-10-01 00:00:00+00:00,-5.15005e-05
2024-10-02 00:00:00+00:00,-0.000171038
2024-10-03 00:00:00+00:00,0.000265703
2024-10-04 00:00:00+00:00,-0.000104745
2024-10-05 00:00:00+00:00,-0.000105691
2024-10-06 00:00:00+00:00,-0.00062184
2024-10-07 00:00:00+00:00,0.000391329
2024-10-08 00:00:00+00:00,-0.00013017
2024-10-09 00:00:00+00:00,0.000207987
2024-10-10 00:00:00+00:00,-7.79305e-05
2024-10-11 00:00:00+00:00,-6.63137e-05
2024-10-12 00:00:00+00:00,0.000114176
2024-10-13 00:00:00+00:00,0.000254908
2024-10-14 00:00:00+00:00,-0.000305051
2024-10-15 00:00:00+00:00,0.000162794
2024-10-16 00:00:00+00:00,3.31995e-06
2024-10-17 00:00:00+00:00,0.000433008
2024-10-18 00:00:00+00:00,-1.85099e-05
2024-10-19 00:00:00+00:00,0.000543998
2024-10-20 00:00:00+00:00,8.4425e-05
2024-10-21 00:00:00+00:00,0.00249145
2024-10-22 00:00:00+00:00,-0.00249425
2024-10-23 00:00:00+00:00,-0.00235408
2024-10-24 00:00:00+00:00,0.00130309
2024-10-25 00:00:00+00:00,0.00154946
2024-10-26 00:00:00+00:00,0.00260077
2024-10-27 00:00:00+00:00,-0.000204724
2024-10-28 00:00:00+00:00,0.00103836
2024-10-29 00:00:00+00:00,8.45034e-05
2024-10-30 00:00:00+00:00,-0.00143605
2024-10-31 00:00:00+00:00,-0.00197656
2024-11-01 00:00:00+00:00,0.00391982
2024-11-02 00:00:00+00:00,-0.00205989
2024-11-03 00:00:00+00:00,-0.000225755
2024-11-04 00:00:00+00:00,0.00202572
2024-11-05 00:00:00+00:00,0.0041608
2024-11-06 00:00:00+00:00,-0.0071737
2024-11-07 00:00:00+00:00,-0.00351098
2024-11-08 00:00:00+00:00,0.000597702
2024-11-09 00:00:00+00:00,-0.00556068
2024-11-10 00:00:00+00:00,-0.000656471
2024-11-11 00:00:00+00:00,-0.00304503
2024-11-12 00:00:00+00:00,-0.00350672
2024-11-13 00:00:00+00:00,-0.0059134
2024-11-14 00:00:00+00:00,0.001309
2024-11-15 00:00:00+00:00,0.00111277
2024-11-16 00:00:00+00:00,0.00232971
2024-11-17 00:00:00+00:00,-0.000277099
2024-11-18 00:00:00+00:00,0.00129426
2024-11-19 00:00:00+00:00,0.00276912
2024-11-20 00:00:00+00:00,0.00263668
2024-11-21 00:00:00+00:00,0.00157996
2024-11-22 00:00:00+00:00,0.00351714
2024-11-23 00:00:00+00:00,-0.0146889
2024-11-24 00:00:00+00:00,-0.0040925
2024-11-25 00:00:00+00:00,-0.007961
2024-11-26 00:00:00+00:00,0.00280444
2024-11-27 00:00:00+00:00,0.00344514
2024-11-28 00:00:00+00:00,-0.00633019
2024-11-29 00:00:00+00:00,0.00108426
2024-11-30 00:00:00+00:00,0.00963684
2024-12-01 00:00:00+00:00,-0.00377124
2024-12-02 00:00:00+00:00,0.00311402
2024-12-03 00:00:00+00:00,0.00246903
2024-12-04 00:00:00+00:00,0.0025928
2024-12-05 00:00:00+00:00,-0.00420696
2024-12-06 00:00:00+00:00,0.000530193
2024-12-07 00:00:00+00:00,-0.00353317
2024-12-08 00:00:00+00:00,0.00284575
2024-12-09 00:00:00+00:00,-0.00577312
2024-12-10 00:00:00+00:00,0.00880206
2024-12-11 00:00:00+00:00,0.00569427
2024-12-12 00:00:00+00:00,0.00679281
2024-12-13 00:00:00+00:00,0.00507541
2024-12-14 00:00:00+00:00,-0.00133201
2024-12-15 00:00:00+00:00,0.00757834
2024-12-16 00:00:00+00:00,0.0153388
2024-12-17 00:00:00+00:00,-0.00381363
2024-12-18 00:00:00+00:00,0.00299533
2024-12-19 00:00:00+00:00,0.00765919
2024-12-20 00:00:00+00:00,-0.00151969
2024-12-21 00:00:00+00:00,0.00121411
2024-12-22 00:00:00+00:00,0.00318774
2024-12-23 00:00:00+00:00,-0.0101643
2024-12-24 00:00:00+00:00,-0.00731868
2024-12-25 00:00:00+00:00,0.00389159
2024-12-26 00:00:00+00:00,0.00559955
2024-12-27 00:00:00+00:00,-0.000887803
2024-12-28 00:00:00+00:00,0.00497839
2024-12-29 00:00:00+00:00,0.00519104
2024-12-30 00:00:00+00:00,-0.00193373
2024-12-31 00:00:00+00:00,-0.00970295
2025-01-01 00:00:00+00:00,0.0033147
2025-01-02 00:00:00+00:00,0.00174299
2025-01-03 00:00:00+00:00,0.00802769
2025-01-04 00:00:00+00:00,-0.00150861
2025-01-05 00:00:00+00:00,-0.00581837
2025-01-06 00:00:00+00:00,-0.00335377
2025-01-07 00:00:00+00:00,-0.000999476
2025-01-08 00:00:00+00:00,0.00542217
2025-01-09 00:00:00+00:00,-0.0101158
2025-01-10 00:00:00+00:00,0.00151661
2025-01-11 00:00:00+00:00,0.00472192
2025-01-12 00:00:00+00:00,-0.00718298
2025-01-13 00:00:00+00:00,-0.0033087
2025-01-14 00:00:00+00:00,0.00275879
2025-01-15 00:00:00+00:00,0.000683927
2025-01-16 00:00:00+00:00,0.000819398
2025-01-17 00:00:00+00:00,-0.00316397
2025-01-18 00:00:00+00:00,0.00717325
2025-01-19 00:00:00+00:00,-0.0132624
2025-01-20 00:00:00+00:00,0.00156308
2025-01-21 00:00:00+00:00,-0.00272848
2025-01-22 00:00:00+00:00,0.00226318
2025-01-23 00:00:00+00:00,-0.00269408
2025-01-24 00:00:00+00:00,0.00597365
2025-01-25 00:00:00+00:00,0.00231358
2025-01-26 00:00:00+00:00,-0.00042559
2025-01-27 00:00:00+00:00,0.00370104
2025-01-28 00:00:00+00:00,0.0102578
2025-01-29 00:00:00+00:00,-0.00669402
2025-01-30 00:00:00+00:00,-0.000692761
2025-01-31 00:00:00+00:00,-0.00498456
2025-02-01 00:00:00+00:00,0.00282087
2025-02-02 00:00:00+00:00,0.00357547
2025-02-03 00:00:00+00:00,-0.00023142
2025-02-04 00:00:00+00:00,-0.00145978
2025-02-05 00:00:00+00:00,-0.00278149
2025-02-06 00:00:00+00:00,-0.000253127
2025-02-07 00:00:00+00:00,0.00100009
2025-02-08 00:00:00+00:00,0.000347299
2025-02-09 00:00:00+00:00,0.0055106
2025-02-10 00:00:00+00:00,-0.00252669
2025-02-11 00:00:00+00:00,-0.00490402
2025-02-12 00:00:00+00:00,0.00100635
2025-02-13 00:00:00+00:00,0.002456
2025-02-14 00:00:00+00:00,-0.00548123
2025-02-15 00:00:00+00:00,0.00598256
2025-02-16 00:00:00+00:00,0.00142717
2025-02-17 00:00:00+00:00,-0.00407491
2025-02-18 00:00:00+00:00,-0.00105068
2025-02-19 00:00:00+00:00,0.00178312
2025-02-20 00:00:00+00:00,-0.00629905
2025-02-21 00:00:00+00:00,-0.00170628
2025-02-22 00:00:00+00:00,-0.0013431
2025-02-23 00:00:00+00:00,0.000419128
2025-02-24 00:00:00+00:00,-0.00345377
2025-02-25 00:00:00+00:00,0.00129692
2025-02-26 00:00:00+00:00,-0.00202572
2025-02-27 00:00:00+00:00,4.02147e-05
2025-02-28 00:00:00+00:00,0.00405587
2025-03-01 00:00:00+00:00,-0.00361594
2025-03-02 00:00:00+00:00,-0.00416473
2025-03-03 00:00:00+00:00,-0.000350118
2025-03-04 00:00:00+00:00,0.000905586
2025-03-05 00:00:00+00:00,-0.00191427
2025-03-06 00:00:00+00:00,-0.000395666
2025-03-07 00:00:00+00:00,0.000253666
2025-03-08 00:00:00+00:00,0.000867977
2025-03-09 00:00:00+00:00,0.00040732
2025-03-10 00:00:00+00:00,-0.000699556
2025-03-11 00:00:00+00:00,0.000352359
2025-03-12 00:00:00+00:00,0.00125681
2025-03-13 00:00:00+00:00,0.00154228
2025-03-14 00:00:00+00:00,-0.0018054
2025-03-15 00:00:00+00:00,6.74236e-05
2025-03-16 00:00:00+00:00,4.38829e-05
2025-03-17 00:00:00+00:00,-0.00167769
2025-03-18 00:00:00+00:00,0.00232387
2025-03-19 00:00:00+00:00,-0.000800896
2025-03-20 00:00:00+00:00,0.00232137
