,0
1000BONKUSDT,0.5140296592999563
1000PEPEUSDT,0.494791689804656
1000SHIBUSDT,0.6120844089573886
AAVEUSDT,0.634399970108372
ACHUSDT,0.5870093089444447
ADAUSDT,0.5185352811903523
AGLDUSDT,0.5920245070384106
ALLOUSDT,0.5750385319634463
ANIMEUSDT,0.5511485681259053
APEUSDT,0.5475328835369413
API3USDT,0.5622277473061646
APTUSDT,0.5774603947488286
ARBUSDT,0.40193952214050477
ASTERUSDT,0.5998634905120285
AUCTIONUSDT,0.5821021436733609
AVAXUSDT,0.44494098235246815
AXSUSDT,0.5896526737526406
BARDUSDT,0.6159704836828194
BCHUSDT,0.5569275567170135
BEATUSDT,0.5488467520110968
BERAUSDT,0.6141730570785143
BIOUSDT,0.45622903083239474
BNBUSDT,0.6277250349862797
BTCUSDT,0.5561907817777425
CFXUSDT,0.5507057939251243
CRVUSDT,0.5476451827339293
DASHUSDT,0.5579666340855048
DOGEUSDT,0.4561200970801568
DOTUSDT,0.5069413380393801
EDENUSDT,0.5631526823865806
EIGENUSDT,0.5710489200184286
ENAUSDT,0.48721997440521453
ENJUSDT,0.5335126668568642
ENSUSDT,0.5972210426808985
EOSUSDT,0.5676779722391035
ETHFIUSDT,0.593359334831174
ETHUSDT,0.4503006377986814
FARTCOINUSDT,0.49526568263010673
FILUSDT,0.5633585086478161
FTMUSDT,0.5841356100991726
GALAUSDT,0.5945456790513899
GASUSDT,0.5748313799360087
HBARUSDT,0.5704365866393696
HOMEUSDT,0.5895676125560254
HUSDT,0.5732115550879129
HYPEUSDT,0.4593371740348723
ICPUSDT,0.5817651495069264
INJUSDT,0.6292416883236055
IPUSDT,0.5729125312945836
JELLYJELLYUSDT,0.5774924039073216
JUPUSDT,0.5751264340460914
KAITOUSDT,0.5881106181373011
LABUSDT,0.4358557193820549
LDOUSDT,0.5824635426175228
LINKUSDT,0.4364523279926212
LITUSDT,0.5739281745113297
LPTUSDT,0.5841154959602349
LTCUSDT,0.6187309407910242
MAGICUSDT,0.5847792497513054
MASKUSDT,0.5762676709687867
MOODENGUSDT,0.547016323009027
NEARUSDT,0.2942449735274707
NEIROUSDT,0.5938375136113517
NMRUSDT,0.5759980985952634
OMUSDT,0.5723845054270382
ONDOUSDT,0.5612704521686513
ONTUSDT,0.5868127854799092
OPUSDT,0.554016702100233
ORDIUSDT,0.5144436182808144
PENGUUSDT,0.41340171429039435
PEOPLEUSDT,0.5959830526482253
PIEVERSEUSDT,0.5319816778101826
PIPPINUSDT,0.5098027465250909
PNUTUSDT,0.593505824671614
POPCATUSDT,0.6184062131746036
PUMPUSDT,0.4987863790313114
PYTHUSDT,0.5886156464300536
RESOLVUSDT,0.5797528634351418
RIVERUSDT,0.5319577302965114
RVNUSDT,0.5658256298595459
SANDUSDT,0.5797200961713626
SIGNUSDT,0.5605453400990078
SOLUSDT,0.5209184983550821
STRKUSDT,0.5795613568338507
SUIUSDT,0.4416517371330105
TAOUSDT,0.4758534850911133
TIAUSDT,0.6098324461900405
TONUSDT,0.5932829504411901
TRBUSDT,0.5774461555394008
TRUMPUSDT,0.4203583345552071
TRXUSDT,0.566780336888393
UBUSDT,0.5850152176858406
UNIUSDT,0.45068379365425326
VINEUSDT,0.5824376486801849
VIRTUALUSDT,0.5860448424498691
WIFUSDT,0.4595733439042261
WLDUSDT,0.4798496636071374
WLFIUSDT,0.6019888986905094
XLMUSDT,0.5556896648526235
XRPUSDT,0.46722039845627356
ZBTUSDT,0.5461335025349542
ZECUSDT,0.48699298104614663
ZENUSDT,0.5938714120182242
ZKUSDT,0.582417685357912
ZROUSDT,0.5852593976758871
